Firm Name,CRD Number,SEC Registration Type,Custodian,Has Proprietary Funds,ADV URL,IAPD Profile URL,FilingDate,Notes
SANDIA INVESTMENT MANAGMENT LP,311098,SEC,,,,,3/31/2025,
"DAVENPORT WATTS & DRAKE INVESTMENT ADVISORS, LLC",127506,SEC,,,,,3/10/2025,
LNW,113400,SEC,,,,,3/31/2025,
XN LP,308156,SEC,,,,,3/31/2025,
METRODORA VENTURES LLC,323269,SEC,,,,,3/10/2025,
"BLUE SKY ASSET MANAGEMENT, LLC",167686,SEC,,,,,3/10/2025,
"H.I.G. WHITEHORSE ADVISERS, LLC",164905,SEC,,,,,3/31/2025,
THE MIDWAY GROUP,161147,SEC,,,,,3/10/2025,
WHITE MAPLE CAPITAL LLC,324437,SEC,,,,,3/15/2024,
JZ PARTNERS,160932,SEC,,,,,3/31/2025,
ID FUNDS ADVISOR LLC,305035,SEC,,,,,3/31/2025,
STONE RIDGE ADVISORS,327875,SEC,,,,,3/10/2025,
PARKWAY FOUNDERS 2 LLC,320938,SEC,,,,,3/31/2025,
ALLIED ASSET ADVISORS INC,112441,SEC,,,,,3/31/2025,
SOVEREIGN ASSET MANAGEMENT,285103,SEC,,,,,3/10/2025,
"CIM CAPITAL IC MANAGEMENT, LLC",301416,SEC,,,,,3/31/2025,
THE PARAGON PARTNERS FUND III GMBH & CO. KG,304934,SEC,,,,,3/10/2025,
"RIVERSTONE ADVISORS, LLC",130346,SEC,,,,,3/10/2025,
SHADOWFALL CAPITAL & RESEARCH LLP,300174,SEC,,,,,3/10/2025,
"QUADCAP WEALTH MANAGEMENT, LLC",151490,SEC,,,,,3/31/2025,
"U.S. BANCORP ASSET MANAGEMENT, INC.",111912,SEC,,,,,3/31/2025,
HARKNESS CAPITAL MANAGEMENT LLC,289882,SEC,,,,,3/25/2025,
LARSEN WEALTH MANAGEMENT,146620,SEC,,,,,2/12/2025,
ALLIANT RETIREMENT CONSULTING,167970,SEC,,,,,3/31/2025,
"BYRNE ASSET MANAGEMENT, LLC",125221,SEC,,,,,2/12/2025,
HOLDUN FAMILY OFFICE LLC,300709,SEC,,,,,2/13/2025,
"SAYBROOK FUND ADVISORS, LLC",158634,SEC,,,,,3/25/2025,
DEVELOPMENT PARTNERS INTERNATIONAL LLP,160177,SEC,,,,,7/28/2024,
LAV GLOBAL MANAGEMENT COMPANY LIMITED,300989,SEC,,,,,3/25/2025,
EHRENBERG CHESLER INVESTMENT ADVISORS LLC,168591,SEC,,,,,3/31/2025,
BRASIL CAPITAL ADVISER LLC,310125,SEC,,,,,3/25/2025,
EIGHT ROADS GP,163009,SEC,,,,,3/31/2025,
HM INTERNATIONAL L.L.C.,321885,SEC,,,,,3/25/2025,
"FUNDAMENTAL CAPITAL, LLC",163821,SEC,,,,,3/25/2025,
EVEREST FINANCIAL GROUP,137260,SEC,,,,,3/25/2025,
"MADISON PARK CAPITAL ADVISORS, LLC",172780,SEC,,,,,2/12/2025,
GALLANT CAPITAL PARTNERS LLC,297344,SEC,,,,,3/25/2025,
ORE INVESTMENTS LTDA,307545,SEC,,,,,2/12/2025,
"DIVERSIFY ADVISORY SERVICES, LLC",326060,SEC,,,,,3/31/2025,
"MW ADVISOR, LLC",332429,SEC,,,,,3/31/2025,
"CENTAURUS FINANCIAL, INC.",30833,SEC,,,,,7/29/2024,
"AVENUE ASIA CAPITAL MANAGEMENT, L.P.",113246,SEC,,,,,4/7/2025,
"LONG ROAD INVESTMENT COUNSEL, LLC",171343,SEC,,,,,4/7/2025,
FIRST SENTIER INVESTORS,283669,SEC,,,,,4/7/2025,
"COLUMBIA ASSET MANAGEMENT, L.L.C.",124174,SEC,,,,,4/8/2025,
"CLEAR INVESTMENT RESEARCH, LLC",172685,SEC,,,,,3/21/2025,
"FAR VIEW CAPITAL MANAGEMENT, LLC",174731,SEC,,,,,3/21/2025,
MCH PRIVATE EQUITY,241789,SEC,,,,,3/21/2025,
FOUNDATION ENERGY MANAGEMENT,161141,SEC,,,,,4/8/2025,
INFRANITY N.A.,333894,SEC,,,,,3/21/2025,
"SMITH ASSET MANAGEMENT CO., LLC",127684,SEC,,,,,4/8/2025,
"RESOLUTE WEALTH ADVISOR, INC.",290349,SEC,,,,,3/21/2025,
MOELIS ASSET CATALYST PARTNERS,327289,SEC,,,,,3/21/2025,
NORLAND CAPITAL LP,288562,SEC,,,,,3/21/2025,
RMC INVESTMENT ADVISORS,104674,SEC,,,,,3/20/2025,
"ALTA PARTNERS INVESTMENT MANAGER, L.P.",330780,SEC,,,,,3/20/2025,
REDMILE GROUP,143606,SEC,,,,,3/31/2025,
"OSAIC INSTITUTIONS, INC.",35371,SEC,,,,,3/31/2025,
CHINA EVERBRIGHT ASSETS MANAGEMENT LIMITED,171572,SEC,,,,,6/5/2024,
"COINBASE ASSET MANAGEMENT, LLC",322174,SEC,,,,,3/31/2025,
"GUGGENHEIM FUNDS DISTRIBUTORS, LLC",39805,SEC,,,,,3/31/2025,
PANDOWEALTH. LLC,281456,SEC,,,,,3/31/2025,
RUBINBROWN ADVISORS LLC,116909,SEC,,,,,8/27/2024,
ABAC CAPITAL,284831,SEC,,,,,3/19/2025,
BARE WEALTH ADVISORS,328043,SEC,,,,,3/19/2025,
CERRALVO,324994,SEC,,,,,3/31/2025,
BRIDGER MANAGEMENT LLC,160738,SEC,,,,,3/31/2025,
"CYPF MANAGER V, LLC",307280,SEC,,,,,3/31/2025,
"NORTH SKY CAPITAL, LLC",133959,SEC,,,,,3/31/2025,
GILPIN WEALTH MANAGEMENT LLC,311336,SEC,,,,,1/29/2025,
"PERMANENT CAPITAL VENTURES MANAGEMENT, LLC",331374,SEC,,,,,3/31/2025,
WORLD ADVISORY SERVICES,20626,SEC,,,,,3/31/2025,
CRG,132967,SEC,,,,,3/31/2025,
"AVAIL INVESTMENT PARTNERS, LLC",315678,SEC,,,,,3/19/2025,
TRUE PARTNER CAPITAL USA,283176,SEC,,,,,3/31/2025,
ILLUMINATE VENTURES,160469,SEC,,,,,3/31/2025,
"ARISTA WEALTH MANAGEMENT, LLC",141504,SEC,,,,,5/1/2025,
PRINCETON CAPITAL MANAGEMENT LLC,113926,SEC,,,,,3/18/2025,
LECAP ASSET MANAGEMENT LIMITED,325210,SEC,,,,,2/13/2025,
VAN ECK ASSOCIATES CORP.,105080,SEC,,,,,3/26/2025,
BLUECOVE LIMITED,307090,SEC,,,,,3/26/2025,
CROSS BORDER FINANCIAL PLANNING USA LLC,317154,SEC,,,,,5/1/2025,
"MSD PARTNERS, L.P.",161664,SEC,,,,,5/1/2025,
"CARDINAL WEALTH ADVISORY, LLC",136659,SEC,,,,,5/1/2025,
"SAVIA VENTURES, LLC",328223,SEC,,,,,3/18/2025,
"PACIFIC ASSET MANAGEMENT, LLC",115157,SEC,,,,,3/18/2025,
"IRON HORSE WEALTH MANAGEMENT, LLC",165164,SEC,,,,,3/18/2025,
"SWAN GLOBAL INVESTMENTS, LLC",114669,SEC,,,,,3/18/2025,
GRATICULE ASIA MACRO ADVISORS LLC,170787,SEC,,,,,3/26/2025,
MONTGOMERY FINANCIAL,170024,SEC,,,,,2/12/2025,
ORCHID ADVISORY,327750,SEC,,,,,2/12/2025,
WATEROUS ENERGY FUND,298574,SEC,,,,,3/26/2025,
SWEN CAPITAL PARTNERS,333594,SEC,,,,,5/2/2025,
"DAVIS FINANCIAL MANAGEMENT, INC.",143410,SEC,,,,,2/12/2025,
"GATEPASS CAPITAL, LLC",329404,SEC,,,,,3/26/2025,
UNITY WEALTH PARTNERS,316222,SEC,,,,,5/2/2025,
COELI FRONTIER MARKETS AB,282916,SEC,,,,,3/19/2025,
"BLUE WATER CAPITAL MANAGEMENT, LLC",127193,SEC,,,,,5/2/2025,
"RIVEROAK INVESTMENT CORP., LLC",163707,SEC,,,,,3/19/2025,
"MERIDIAN WEALTH MANAGEMENT, LLC",151523,SEC,,,,,3/31/2025,
"TRUNORTH FINANCIAL SERVICES, INC.",111308,SEC,,,,,3/24/2025,
"BRUCKE FINANCIAL, INC.",291307,SEC,,,,,3/24/2025,
"PLEXO CAPITAL MANAGEMENT, LLC",298402,SEC,,,,,3/31/2025,
IVYCAP VENTURES ADVISORS PRIVATE LIMITED,332304,SEC,,,,,7/29/2024,
"CVF CAPITAL PARTNERS, INC.",164965,SEC,,,,,3/31/2025,
"NORTHERN CAPITAL RETIREMENT SERVICES, INC.",163327,SEC,,,,,3/24/2025,
"ACUTA CAPITAL PARTNERS, LLC",158869,SEC,,,,,3/31/2025,
"SANTIAGO CAPITAL, LLC",154579,SEC,,,,,3/24/2025,
NIA IMPACT CAPITAL,286587,SEC,,,,,3/31/2025,
LONGVIEW PARTNERS (GUERNSEY) LIMITED,143875,SEC,,,,,3/24/2025,
GILL CAPITAL PARTNERS,14559,SEC,,,,,3/31/2025,
MERIDIANA,306237,SEC,,,,,1/22/2025,
DISTRIBUTED VENTURES,317989,SEC,,,,,3/31/2025,
"ARCHETYPE ADVISORS, LLC",156527,SEC,,,,,3/24/2025,
PARATAXIS CAPITAL MANAGEMENT LLC,313241,SEC,,,,,3/24/2025,
"SPX PORTUGAL, SGOIC, S.A.",331303,SEC,,,,,3/31/2025,
TENFORE HOLDINGS,167988,SEC,,,,,3/31/2025,
"BROOKFIELD ASSET MANAGEMENT PIC US, LLC",151599,SEC,,,,,3/31/2025,
AETHON ENERGY MANAGEMENT,173136,SEC,,,,,3/31/2025,
"FINANCIAL PARTNERS GROUP, LLC",165856,SEC,,,,,3/27/2025,
GALLAGHER,108695,SEC,,,,,3/17/2025,
TOWER VIEW WEALTH MANAGEMENT LLC,108739,SEC,,,,,3/27/2025,
ALLY BRIDGE GROUP (PE) LLC,315273,SEC,,,,,3/31/2025,
HERMES FUND MANAGERS IRELAND LIMITED,319364,SEC,,,,,3/27/2025,
"CROSSPOINT CAPITAL PARTNERS, LP",306981,SEC,,,,,3/31/2025,
SUMMIT WEALTH GROUP LLC,282205,SEC,,,,,3/17/2025,
ALEPH,168654,SEC,,,,,3/27/2025,
"SCHERER FINANCIAL ADVISORY SERVICES, LLC",317435,SEC,,,,,3/17/2025,
AUDAX PRIVATE EQUITY,160483,SEC,,,,,3/31/2025,
ATOM INVESTORS LP,296819,SEC,,,,,3/27/2025,
BLKBRD ASSET MANAGEMENT,329262,SEC,,,,,3/31/2025,
C WORLDWIDE ASSET MANAGEMENT FONDSMAEGLERSELSKAB A/S,173234,SEC,,,,,3/27/2025,
"STEEL GROVE CAPITAL ADVISORS, LLC",115231,SEC,,,,,3/17/2025,
DEEM GLOBAL (UK) LIMITED,327840,SEC,,,,,3/27/2025,
GC ADVISORS HOLDINGS LIMITED,298410,SEC,,,,,3/27/2025,
PEB CAPITAL MANAGEMENT LLC,315241,SEC,,,,,3/27/2025,
AGG CAPITAL MANAGEMENT LIMITED,307063,SEC,,,,,3/27/2025,
STYRE WEALTH,289276,SEC,,,,,3/27/2025,
REA WEALTH MANAGEMENT,108913,SEC,,,,,1/14/2025,
ACCIAL CAPITAL MANAGEMENT LLC,305587,SEC,,,,,3/27/2025,
"ATIKA CAPITAL MANAGEMENT, LLC",167227,SEC,,,,,3/27/2025,
PBMARES WEALTH MANAGEMENT LLC,116218,SEC,,,,,4/23/2025,
IRIDIAN ASSET MANAGEMENT LLC,104550,SEC,,,,,4/23/2025,
ENTERPRISE INVESTORS,160833,SEC,,,,,3/27/2025,
"PROVIDENCE WEALTH ADVISORS, LLC",153646,SEC,,,,,2/25/2025,
"MCCULLEY FINANCIAL GROUP, LLC",154891,SEC,,,,,1/13/2025,
STERLING INVESTMENT ADVISORS LTD.,140710,SEC,,,,,4/24/2025,
ARBITER PARTNERS,156290,SEC,,,,,4/24/2025,
"VELOCIS MANAGEMENT, LLC",313345,SEC,,,,,3/27/2025,
"STRATEGIC FINANCIAL CONCEPTS, LLC",141849,SEC,,,,,4/24/2025,
"CHILDRESS CAPITAL ADVISORS, LLC",310277,SEC,,,,,3/27/2025,
"SHOREBIRD CAPITAL, LP",285437,SEC,,,,,3/27/2025,
ROSEMAN WAGNER WEALTH MANAGEMENT,148221,SEC,,,,,3/27/2025,
"FIELDVIEW CAPITAL MANAGEMENT, LLC",332308,SEC,,,,,2/25/2025,
"MISSION VENTURES OPERATING COMPANY, LLC",163099,SEC,,,,,2/25/2025,
DOORGA CAPITAL,304564,SEC,,,,,3/27/2025,
IMPACTIVE CAPITAL LP,299445,SEC,,,,,3/27/2025,
"SOUNDLINK PARTNERS, LLC",281443,SEC,,,,,3/27/2025,
K2 VENTURE MANAGEMENT LIMITED,324174,SEC,,,,,3/17/2025,
"1984 VENTURES MANAGEMENT, LLC",291489,SEC,,,,,3/17/2025,
LATERAL CAPITAL MANAGEMENT,335234,SEC,,,,,4/8/2025,
"EMERGENT CAPITAL ADVISORS, LLC",156112,SEC,,,,,3/26/2025,
MAINSTREET ADVISORS,146615,SEC,,,,,4/8/2025,
PREVATT CAPITAL LTD,311895,SEC,,,,,3/26/2025,
ACCESS WEALTH,112973,SEC,,,,,3/26/2025,
COMMONWEALTH VENTURE MANAGEMENT CORP.,161567,SEC,,,,,3/17/2025,
"GLENEAGLES INVESTMENT ADVISORS, LLC",312306,SEC,,,,,3/17/2025,
ROOSEVELT CAPITAL MANAGEMENT LLC,283217,SEC,,,,,4/8/2025,
PACIFIC LIFE FUND ADVISORS LLC,105169,SEC,,,,,3/17/2025,
BULMAN WEALTH GROUP,313552,SEC,,,,,4/8/2025,
"PAR CAPITAL MANAGEMENT, INC.",156596,SEC,,,,,3/26/2025,
"HUNDREDFOLD ADVISORS, LLC",131854,SEC,,,,,3/26/2025,
LVNA MANAGEMENT LLC,317105,SEC,,,,,3/26/2025,
"BIRNAM OAK ADVISORS, LP",328180,SEC,,,,,4/8/2025,
"VISHRIA BIRD FINANCIAL GROUP, LLC",291979,SEC,,,,,4/8/2025,
"VIRTUS ADVISERS, LLC",168955,SEC,,,,,1/30/2025,
BOUCHEY FINANCIAL GROUP LTD,111824,SEC,,,,,4/7/2025,
"BRYSPEN, INCORPORATED",109004,SEC,,,,,3/26/2025,
HAIDAR CAPITAL MANAGEMENT LLC,159798,SEC,,,,,3/26/2025,
SPRINGBOARD GROWTH CAPITAL LLC,306104,SEC,,,,,1/29/2025,
ALPHEMY CAPITAL SA,329116,SEC,,,,,3/17/2025,
GALILEO INVESTMENT MANAGEMENT,169201,SEC,,,,,3/26/2025,
NOVACAP MANAGEMENT US INC.,327243,SEC,,,,,3/26/2025,
SZOP MULTISTRAT MANAGEMENT LLC,317689,SEC,,,,,3/26/2025,
HIDDEN COVE WEALTH MANAGEMENT,318677,SEC,,,,,3/26/2025,
HOBART WEALTH,168494,SEC,,,,,4/25/2025,
"PALATINE FUND ADVISORS, LLC",168077,SEC,,,,,4/25/2025,
"ROCK POINT ADVISORS, LLC",130825,SEC,,,,,3/27/2025,
PROSSER CREEK ASSET MANAGEMENT LLC,318883,SEC,,,,,3/27/2025,
"MOUNTAIN CAPITAL MANAGEMENT, LLC",281465,SEC,,,,,4/25/2025,
"SANDWICH CAPITAL MANAGEMENT, LLC",333197,SEC,,,,,3/27/2025,
MMA ASSET MANAGEMENT LLC,155426,SEC,,,,,3/27/2025,
BLUE SPARK CAPITAL ADVISORS,159025,SEC,,,,,2/26/2025,
REDWOOD GROVE WEALTH MANAGEMENT,150667,SEC,,,,,2/26/2025,
SEER CAPITAL MANAGEMENT LP,152164,SEC,,,,,3/27/2025,
WFM ASIA (BVI) LIMITED,139173,SEC,,,,,3/27/2025,
"VAN DER NOORD FINANCIAL ADVISORS, INC.",135556,SEC,,,,,1/22/2025,
SEIGA ASSET MANAGEMENT LIMITED,288614,SEC,,,,,3/27/2025,
CAXTON (SINGAPORE) PTE LTD.,333151,SEC,,,,,4/25/2025,
"PRAIRIEVIEW PARTNERS, LLC",145743,SEC,,,,,2/26/2025,
"CHANGING PARAMETERS, LLC",132551,SEC,,,,,1/21/2025,
LINCOLN ADVISORS,112175,SEC,,,,,4/25/2025,
AJ CAPITAL MANAGEMENT LLC,291880,SEC,,,,,4/25/2025,
WFM ASIA (HK) LIMITED,139184,SEC,,,,,3/27/2025,
"KACHKOVSKY & FISHER, INC.",117811,SEC,,,,,2/26/2025,
THE MILWAUKEE COMPANY,123452,SEC,,,,,4/25/2025,
CBRE INVESTMENT MANAGEMENT LUXEMBOURG AIFM S.A R.L.,290000,SEC,,,,,3/27/2025,
CBRE INVESTMENT MANAGEMENT (ASIA PACIFIC) PTE. LTD.,284495,SEC,,,,,3/27/2025,
"MANZIL INVESTMENT ADVISORS, LLC",308500,SEC,,,,,1/21/2025,
"SILVIA MCCOLL WEALTH MANAGEMENT, LLC",295339,SEC,,,,,2/26/2025,
"CENTER FOR ASSET MANAGEMENT, LLC",147981,SEC,,,,,3/27/2025,
"POSITIVE SELECTION INVESTMENT MANAGEMENT, LLC",331469,SEC,,,,,3/27/2025,
"MANAGED ASSET PORTFOLIOS, LLC",109574,SEC,,,,,3/27/2025,
SIGNAL HARMONIC LIMITED,335408,SEC,,,,,3/17/2025,
WILLIAMS CAPITAL MANAGEMENT COMPANY,109412,SEC,,,,,3/17/2025,
"INNOVATION GROWTH VENTURES CO., LTD.",322004,SEC,,,,,6/26/2024,
"MARBLE HARBOR INVESTMENT COUNSEL, LLC",138538,SEC,,,,,3/27/2025,
OSCEOLA CAPITAL MANAGEMENT,301565,SEC,,,,,3/27/2025,
TITAN RETIREMENT ADVISORS LLC,166359,SEC,,,,,3/27/2025,
SELWOOD ASSET MANAGEMENT LLP,285761,SEC,,,,,6/25/2024,
MAOYUAN CAPITAL (HK) LIMITED,332684,SEC,,,,,2/25/2025,
"OAK HARBOR CAPITAL, LLC",169089,SEC,,,,,3/27/2025,
HASHDEX ASSET MANAGEMENT LTD,298750,SEC,,,,,2/24/2025,
AIR STREET CAPITAL II LP,328500,SEC,,,,,2/25/2025,
DELPHI MANAGEMENT INC,106042,SEC,,,,,3/27/2025,
STEADVIEW CAPITAL MANAGEMENT LLC,164661,SEC,,,,,3/27/2025,
BP FUND MANAGEMENT LLC,330294,SEC,,,,,2/25/2025,
"RICHBROOK ADVISORS, LP",316848,SEC,,,,,3/17/2025,
"SOMPO ASSET MANAGEMENT CO., LTD.",286479,SEC,,,,,7/10/2024,
"KOHLHEPP INVESTMENT ADVISORS, LTD.",113989,SEC,,,,,3/17/2025,
"INUKA CAPITAL, LLC",325173,SEC,,,,,3/17/2025,
T CAPITAL PARTNERS,312681,SEC,,,,,6/26/2024,
"CORNERSTONE ADVISORS, LLC",300891,SEC,,,,,3/17/2025,
"TRIGRAN INVESTMENTS, INC.",155200,SEC,,,,,3/27/2025,
"SALIENT ADVISORS, L.P.",122833,SEC,,,,,3/31/2025,
"FOUNDATION CAPITAL MANAGEMENT, LLC",142659,SEC,,,,,3/31/2025,
CARDINAL POINT CAPITAL LLC,141166,SEC,,,,,3/31/2025,
"CAMBRIAN CAPITAL MANAGEMENT, L.L.C.",324623,SEC,,,,,3/31/2025,
SOUND POINT LUNA LLC,128132,SEC,,,,,3/31/2025,
BLACKROCK FUND ADVISORS,105247,SEC,,,,,3/31/2025,
QUANTUM CAPITAL GROUP,160267,SEC,,,,,3/31/2025,
"SOCOTRA MANAGEMENT, INC.",328954,SEC,,,,,3/31/2025,
STONEBRIDGE WEALTH SYSTEMS LLC,327894,SEC,,,,,3/31/2025,
SHOKER INVESTMENTS,107857,SEC,,,,,3/31/2025,
FUNDAMENTA CAPITAL S.A.,328733,SEC,,,,,2/6/2025,
EQUITY INVESTMENT CORP,283930,SEC,,,,,3/27/2025,
PROSIGHT CAPITAL,148791,SEC,,,,,3/27/2025,
"PRIVATE WEALTH MANAGEMENT, INC.",120823,SEC,,,,,3/10/2025,
"BROOKLINE INVESTMENTS, INC.",109239,SEC,,,,,3/27/2025,
EV3 VENTURES LLC,323090,SEC,,,,,3/27/2025,
RLB FINANCIAL,151778,SEC,,,,,2/6/2025,
ACCOMPLICE MANAGEMENT LLC,219517,SEC,,,,,3/27/2025,
"EQUILIBRIA WEALTH MANAGEMENT, LLC",311785,SEC,,,,,3/10/2025,
"FINANCIAL COUNSELING ASSOCIATES, INC",115123,SEC,,,,,2/6/2025,
"FAMILY FIDUCIARY SERVICES, INC.",146339,SEC,,,,,3/27/2025,
"PORTRAIT CAPITAL, LLC",323722,SEC,,,,,3/27/2025,
EVERETT HARRIS & CO,106830,SEC,,,,,2/6/2025,
WOODSIDE WEALTH MANAGEMENT,175118,SEC,,,,,3/10/2025,
"CHARLES RIVER WEALTH MANAGEMENT, LLC",288017,SEC,,,,,2/6/2025,
DELTA CAPITAL PARTNERS MANAGEMENT LLC,305545,SEC,,,,,3/27/2025,
PARK PLACE CAPITAL CORPORATION,107952,SEC,,,,,3/27/2025,
ALLSPRING GLOBAL INVESTMENTS (UK) LIMITED,132377,SEC,,,,,3/27/2025,
ARMOUR CAPITAL MANAGEMENT LP,164570,SEC,,,,,3/27/2025,
RIDGEPEAK PARTNERS,316695,SEC,,,,,3/27/2025,
"WESTERN RESEARCH AND MANAGEMENT, L.L.C.",109509,SEC,,,,,3/24/2025,
BALLENTINE PARTNERS,152802,SEC,,,,,4/8/2025,
"FLORIDA FINANCIAL ADVISORS, LLC",288811,SEC,,,,,5/1/2025,
PHILLIPS FINANCIAL,131344,SEC,,,,,5/1/2025,
BELLINGHAM CAPITAL,151684,SEC,,,,,3/24/2025,
"BHK SECURITIES, LLC",139665,SEC,,,,,3/24/2025,
UNITAS CAPITAL,163943,SEC,,,,,3/24/2025,
FINANCIAL HARVEST WEALTH ADVISORS,148271,SEC,,,,,2/24/2025,
PUBLIC EQUITY PARTNERS,126765,SEC,,,,,4/8/2025,
SACHEM INVESTMENT COUNSEL LLC,169332,SEC,,,,,5/2/2025,
"WEST MOUNTAIN, LLC",144674,SEC,,,,,2/24/2025,
"SAXECAP VC  HOLDINGS, LLC",316724,SEC,,,,,3/24/2025,
"APOLLO CAPITAL MANAGEMENT, L.P.",143161,SEC,,,,,5/2/2025,
CONNELLY CAPITAL MANAGEMENT LLC,324104,SEC,,,,,4/8/2025,
ATHIR CAPITAL LP,332818,SEC,,,,,12/17/2024,
MUHLENKAMP & CO INC,110787,SEC,,,,,12/17/2024,
RTP GLOBAL MANAGEMENT LLC,314073,SEC,,,,,3/28/2024,
VANGUARD INVESTMENTS AUSTRALIA LIMITED,282933,SEC,,,,,4/30/2025,
NORTHWEST VENTURE SERVICES CORPORATION,160942,SEC,,,,,4/8/2025,
NPF INVESTMENT ADVISORS,104683,SEC,,,,,3/24/2025,
"NEW HOLLAND CAPITAL, LLC",160211,SEC,,,,,5/1/2025,
"SAFE HARBOR ASSET MANAGEMENT, INC.",124787,SEC,,,,,2/24/2025,
TANTALLON CAPITAL ADVISORS PTE LTD,138648,SEC,,,,,2/24/2025,
"THE MARSHALL FINANCIAL GROUP, INC",110935,SEC,,,,,3/6/2025,
GUARDIAN CAPITAL PARTNERS,321695,SEC,,,,,3/31/2025,
FLOATING CAPITAL MANAGEMENT LP,326867,SEC,,,,,3/31/2025,
"KMD INVESTMENTS MANAGER, LLC",334509,SEC,,,,,1/13/2025,
"PAGE ONE VENTURES MANAGEMENT, LLC",314606,SEC,,,,,3/31/2025,
COX CAPITAL MANAGEMENT LLC,117593,SEC,,,,,3/7/2025,
ATHENA INVESTMENT MANAGEMENT,106542,SEC,,,,,3/31/2025,
"INVERDALE CAPITAL MANAGEMENT, LLC",165861,SEC,,,,,1/13/2025,
AOG WEALTH MANAGEMENT,159026,SEC,,,,,3/23/2025,
"FLEX CAPITAL MANAGEMENT, L.L.C.",299843,SEC,,,,,3/23/2025,
DIMENSIONAL FUND ADVISORS LTD,107472,SEC,,,,,3/31/2025,
MENLO VENTURES,283999,SEC,,,,,3/31/2025,
"RENAUD & COMPANY, LLC",115337,SEC,,,,,3/31/2025,
PITANGO HEALTHTECH MC 2022 LTD,330548,SEC,,,,,3/31/2025,
WOLVER HILL ASSET MANAGEMENT ASIA LIMITED,321996,SEC,,,,,2/18/2025,
ASHMORE INVESTMENT ADVISORS LIMITED,170303,SEC,,,,,2/18/2025,
APPIAN WAY ASSET MANAGEMENT LP,306399,SEC,,,,,3/31/2025,
"WRONA INVESTMENT MANAGEMENT, LLC",306791,SEC,,,,,2/18/2025,
CAPITAL ANALYSTS,162200,SEC,,,,,3/31/2025,
"DIGITAL BRIDGE ADVISORS, LLC",291394,SEC,,,,,3/31/2025,
"QUANTUM GBL ASSET MANAGEMENT, LLC",312017,SEC,,,,,3/18/2025,
"PATRIOT FINANCIAL MANAGER, L.P.",159818,SEC,,,,,3/18/2025,
SCOTT CAPITAL PARTNERS,332026,SEC,,,,,9/25/2024,
"LGK ADVISORS, LLC",154922,SEC,,,,,3/31/2025,
CERTARES MANAGEMENT LLC,296928,SEC,,,,,3/18/2025,
COLCHESTER GLOBAL INVESTORS,110985,SEC,,,,,12/17/2024,
KENNETH FRENKE & CO,109352,SEC,,,,,2/18/2025,
IG4 CAPITAL ADVISORS US LLC,316972,SEC,,,,,3/31/2025,
"VERITAS WEALTH PARTNERS, LLC",312247,SEC,,,,,3/18/2025,
HALDER,162602,SEC,,,,,3/18/2025,
"CUBETECH CAPITAL, LLC",284475,SEC,,,,,3/31/2025,
"MERCATUS PARTNERS, LLC",318368,SEC,,,,,3/18/2025,
SANTORI & PETERS,105978,SEC,,,,,3/18/2025,
"RAINFALL VENTURES MANAGEMENT, LLC",309268,SEC,,,,,3/18/2025,
AVENIR CORPORATION,110545,SEC,,,,,3/31/2025,
VIKING GLOBAL INVESTORS LP,132272,SEC,,,,,3/31/2025,
"INFRASTRUCTURE CAPITAL ADVISORS, LLC",166459,SEC,,,,,3/31/2025,
"G2 CAPITAL MANAGEMENT, LLC",286521,SEC,,,,,3/24/2025,
"VV CAPITAL MANAGEMENT, LP",170504,SEC,,,,,3/24/2025,
BOURKE WEALTH MANAGEMENT,297957,SEC,,,,,3/24/2025,
"OLISTICO WEALTH, LLC",315028,SEC,,,,,3/24/2025,
"ENGINE CAPITAL MANAGEMENT, LP",168315,SEC,,,,,3/24/2025,
"MCKINLEY CARTER WEALTH SERVICES, INC.",135184,SEC,,,,,3/24/2025,
"BLACK BARN FINANCIAL, LLC",170885,SEC,,,,,1/14/2025,
PRIVEQ ADVISORY VII AB,332288,SEC,,,,,3/31/2025,
"RITTER ALPHA, LP",300954,SEC,,,,,3/31/2025,
HORIZON WEALTH MANAGEMENT,170255,SEC,,,,,3/4/2025,
CONGRESS PARK CAPITAL  LLC,150309,SEC,,,,,3/4/2025,
ROBERT STEPHEN CAPITAL MANAGEMENT LLC,118588,SEC,,,,,3/31/2025,
BLACK TORO LLC,315289,SEC,,,,,3/31/2025,
FIDELIO CAPITAL LIMITED,324012,SEC,,,,,3/31/2025,
"YOUR PRIVATE CLIENT GROUP, INC.",292621,SEC,,,,,1/14/2025,
PRUDENTIAL SELECT STRATEGIES LLC,286153,SEC,,,,,3/24/2025,
TRADEWINDS WEALTH MANAGEMENT,323879,SEC,,,,,3/24/2025,
"FIDUCIARY WEALTH PARTNERS, LLC",160696,SEC,,,,,3/31/2025,
"BAIN CAPITAL PRIVATE EQUITY (EUROPE), LLP",167487,SEC,,,,,3/31/2025,
WAGNER CARBON MANAGEMENT LLC,321971,SEC,,,,,3/31/2025,
WESTVIEW INVESTMENT ADVISORS,305655,SEC,,,,,3/4/2025,
SCENIC MANAGEMENT LLC,315808,SEC,,,,,3/24/2025,
H2 EQUITY PARTNERS,162637,SEC,,,,,3/31/2025,
"GLOBAL FRONTIER INVESTMENTS, LLC",160105,SEC,,,,,3/31/2025,
KEDMA CAPITAL S.H.E. LTD,284098,SEC,,,,,3/31/2025,
